id;position;sector;company;description;minimum_job_experience;talent_quota;job_type;location
1360;Flutter Developer;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Merancang, mengembangkan, menguji, memelihara, dan menerapkan perangkat lunak dalam framework Flutter.</li><li>Mengembangkan komponen antarmuka pengguna dan mengimplementasikannya dengan mengikuti alur kerja dan kemudahan penggunaan fitur.</li><li>Berkoordinasi dengan anggota tim lainnya selama proses pengembangan aplikasi.</li><li>Berpartisipasi dalam pengujian, jaminan kualitas, dan perbaikan bug.</li><li>Memastikan aplikasi kompatibel dengan berbagai platform.</li><li>Membuat dokumentasi API.</li><li>Melakukan integrasi design ke dalam framework Flutter.</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Mengasai Flutter.</li><li>Mengerti RESTful API.</li><li>Menguasai Slicing design ke dalam framework Flutter.</li><li>Menguasai Git Flow.</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pendidikan minimal S1 IT</li><li>Domisili di kota cimahi dan sekitarnya</li><li>Pengalaman kerja menggunakan Flutter minimal 1 tahun</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
1475;Product Owner;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Menentukan prioritas pekerjan yang harus dilakukan.</li><li>Menganalisa kebutuhan dan permasalahn untuk dicarikan solusinya.</li><li>Membuat backlog pekerjaan.</li><li>Memimpin tim untuk memastikan menyelesaikan pekerjaan tepat waktu sesuai estimasi.</li><li>Presentasi hasil pekerjaan ke perusahaan dan klien.</li><li>Melakukan monitoring dan testing pekerjaan sebelum dipresentasikan.</li><li>Melakukan scrum meeting dan product sprint.</li><li>Membuat dokumentasi project dan laporan lainnya yang diperlukan.</li><li>Berkomunikasi dengan klien untuk menterjemahkan kebutuhan dan masalah.</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Menguasai metode Scrum dan Agile Software Development.</li><li>Mempunyai teknik analisa permahasalan yang baik.</li><li>Mempunyai kemampuan komunikasi baik verbal maupun tulisan dengan baik.</li><li>Memahami testing flow suatu fitur.</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pengalaman kerja sebagai PO minimal 1 tahun dibuktikan dengan CV.</li><li>Pendidikan minimal S1 dibuktikan dengan Ijazah</li><li>Domisili di Kota Cimahi dan sekitarnya</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
1605;Account Manager;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Membuat Strategi Pemasaran dan Menentukan Target Capaian</li><li>Membuat laporan dan presentasi pencapaian target ke stack holder</li><li>Membangun hubungan dengan klien berdasarkan kepercayaan dan menjaga nama baik perusahaan</li><li>Kolaborasi dengan tim development untuk memfasilitasi ekspetasi klien</li><li>Mengawasi manajemen akun pelanggan, termasuk menegosiasikan kontrak dan perjanjian</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Mempunyai kemampuan komunikasi yang baik.</li><li>Mempunyai kemampuan untuk menyusun laporan dan presentasi</li><li>Mempunyai kemampuan analisis yang detail dan tepat.</li><li>Jeli dalam analisis potensi klien sehingga memberi dampak positif kepada perusahaan.</li><li>Mengikuti tren pasar dan teknologi</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pengalaman kerja sebagai Account Manager minimal 1 tahun dibuktikan dengan CV</li><li>Pendidikan minimal S1 dibuktikan dengan Ijazah</li><li>Domisili di Kota Cimahi dan sekitarnya</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
4933;IT Account Manager;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Membuat Strategi Pemasaran dan Menentukan Target Capaian</li><li>Membuat laporan dan presentasi pencapaian target ke stack holder</li><li>Membangun hubungan dengan klien berdasarkan kepercayaan dan menjaga nama baik perusahaan</li><li>Kolaborasi dengan tim development untuk memfasilitasi ekspetasi klien</li><li>Mengawasi manajemen akun pelanggan, termasuk menegosiasikan kontrak dan perjanjian</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Mempunyai kemampuan komunikasi yang baik.</li><li>Mempunyai kemampuan untuk menyusun laporan dan presentasi</li><li>Mempunyai kemampuan analisis yang detail dan tepat.</li><li>Jeli dalam analisis potensi klien sehingga memberi dampak positif kepada perusahaan.</li><li>Mengikuti tren pasar dan teknologi</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pengalaman kerja sebagai Account Manager minimal 1 tahun dibuktikan dengan CV</li><li>Pendidikan minimal S1 dibuktikan dengan Ijazah</li><li>Domisili di Kota Cimahi dan sekitarnya</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
4938;Product Owner;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Menentukan prioritas pekerjan yang harus dilakukan.</li><li>Menganalisa kebutuhan dan permasalahn untuk dicarikan solusinya.</li><li>Membuat backlog pekerjaan.</li><li>Memimpin tim untuk memastikan menyelesaikan pekerjaan tepat waktu sesuai estimasi.</li><li>Presentasi hasil pekerjaan ke perusahaan dan klien.</li><li>Melakukan monitoring dan testing pekerjaan sebelum dipresentasikan.</li><li>Melakukan scrum meeting dan product sprint.</li><li>Membuat dokumentasi project dan laporan lainnya yang diperlukan.</li><li>Berkomunikasi dengan klien untuk menterjemahkan kebutuhan dan masalah.</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Menguasai metode Scrum dan Agile Software Development.</li><li>Mempunyai teknik analisa permahasalan yang baik.</li><li>Mempunyai kemampuan komunikasi baik verbal maupun tulisan dengan baik.</li><li>Memahami testing flow suatu fitur.</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pengalaman kerja sebagai PO minimal 1 tahun dibuktikan dengan CV.</li><li>Pendidikan minimal S1 dibuktikan dengan Ijazah</li><li>Domisili di Kota Cimahi dan sekitarnya</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
4943;Flutter Developer;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Merancang, mengembangkan, menguji, memelihara, dan menerapkan perangkat lunak dalam framework Flutter.</li><li>Mengembangkan komponen antarmuka pengguna dan mengimplementasikannya dengan mengikuti alur kerja dan kemudahan penggunaan fitur.</li><li>Berkoordinasi dengan anggota tim lainnya selama proses pengembangan aplikasi.</li><li>Berpartisipasi dalam pengujian, jaminan kualitas, dan perbaikan bug.</li><li>Memastikan aplikasi kompatibel dengan berbagai platform.</li><li>Membuat dokumentasi API.</li><li>Melakukan integrasi design ke dalam framework Flutter.</li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Mengasai Flutter.</li><li>Mengerti RESTful API.</li><li>Menguasai Slicing design ke dalam framework Flutter.</li><li>Menguasai Git Flow.</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pendidikan minimal S1 IT</li><li>Domisili di kota cimahi dan sekitarnya</li><li>Pengalaman kerja menggunakan Flutter minimal 1 tahun</li></ol>;one_to_three_years;1;full_time;Kota Cimahi
4948;.NET Developer;Jasa IT;FabriqueCode;<p><strong>JOBDESK:</strong></p><ol><li>Memperbaiki fitur yang bermasalah dengan cepat.</li><li>Mengerjakan task yang diprioritaskan oleh Leader.</li><li>Estimasi pekerjaan dan menyelesaikannya tepat waktu sesuai dengan estimasi yang dibuat.</li><li>Membantu menganalisa dan memecahkan masalah bug yang terjadi.</li><li>Melakukan pengetesan pekerjaan untuk memastikan tidak ada <em>bug</em> baru yang ditimbulkan.</li><li>Pekerjaan harus <em>DRY </em>dan<em> clean code.</em></li></ol><p><br></p><p><strong>REQUIREMENT:</strong></p><ol><li>Menguasai .NET Core 6.</li><li>Pernah menggunakan Blazor.</li><li>Paham CSS dan JS.</li><li>Menguasai Git Flow.</li><li>Menguasai RESTful API.</li><li>Pernah menggunakan 3rd party Xendit dan Raja Ongkir.</li><li>Mengetahui konsep rabbitmq.</li><li>Menguasai konsep Micro Service.</li><li>Bersedia onsite di lokasi klien.</li></ol><p><br></p><p><strong>QUALIFICATION:</strong></p><ol><li>Pendidikan minimal S1 dibuktikan dengan Ijazah</li><li>Pengalaman kerja menggunakan .NET dibuktikan dengan CV</li><li>Domisili di Kota Cimahi</li></ol>;one_to_three_years;5;full_time;Kota Cimahi
1375;IT Support;Retail;PT Distributor Gadget Indonesia;<p><strong>DESKRIPSI PEKERJAAN</strong></p><ul><li>Menyiapkan dan menginstal software (laptop, Handphone, dll) yang dibutuhkan user dalam bekerja</li><li>Maintenance Peralatan IT, Program &amp Koneksi internet berjalan dengan baik.</li><li>Menyelesaikan Problem Peralatan IT (Laptop, Printer, Mouse/Aksesoris, HP, CCTV), Program, Koneksi Internet</li><li>Menyimpan dan pelaporan peralatan IT</li><li>dan jobdesc lainnya sesuai ruang lingkup posisi tersebut</li></ul><p><br></p><p><strong>PERSYARATAN</strong></p><ul><li>Berpengalaman Min 2 Tahun sebgai IT Support</li><li>Mampu melakukan troubleshoot perangkat komputer baik hardware maupun software</li><li>Memiliki pemahaman masalah jaringan intranet / internet</li><li>Selalu up to date dengan perkembangan IT</li><li>Dapat melakukan instalasi laptop, komputer (merakit komputer), handphone, cctv</li><li>Memiliki pemahaman pengoperasian perangkat pendukung seperti printer, scanner, dll.</li><li>Bersedia membantu menyelesaikan hal berhubungan perangkat elektronik</li></ul><p><br></p><p><strong>JAM KERJA</strong></p><p>Senin - Jumat: 08:30-18:00</p><p>Sabtu &amp Hari Besar: 08:30 - 17:00</p><p>(Masuk dihari besar dapat tambahan Cuti)</p><p><br></p><p><strong>LOKASI KANTOR</strong></p><p>Gambir, Jakarta Pusat (Lingkungan kerja santai, tidak formal)</p><p>Liat keseruan tim PT DGI <strong>Cek Instagram: lifeatdgi</strong></p>;one_to_three_years;1;full_time;Jakarta Pusat
1380;DevOps Engineer;Information Technology;Axiata Digital Labs Indonesia;<p>Axiata Digital Labs is the technology hub of Axiata Group Berhad Malaysia which is one of the leading groups in telecommunication in Asia. We provide innovative software services, offering telco-focused digital and IT services and solutions that enable individuals, startups and enterprises.</p><p><br></p><p><strong>Responsibilities:</strong></p><ul><li>Contribute to different stages of SDLC process when necessity arise.</li><li>Report incidents in Jira and Asana with a potential fault analysis.</li><li>System performance measuring and monitoring.</li><li>Assist L1/L2 team in technical incident management.</li><li>System troubleshooting Level 1 and probing incident.</li><li>Participating in System Integration Testing.</li><li>Conduct DevSecOps practices.</li><li>Technical documentation.</li><li>Follow Agile process.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Engineering degree in Telecommunication, Computer science, IT, Systems/Networking or&nbsprelated fields.</li><li>1-2 years of experience as DevOps Engineer.</li><li>Excellent teamworking and English communication skills.</li><li>Basic understanding of systems/networking/software fundamentals and concepts.</li><li>Strong problem-solving skills.</li><li>Basic understanding of CICD, DevOps, DevSecOps activities and concepts.</li><li>Familiarity with UNIX based OS.</li><li>Familiar with scripting (Bash/Ansible/Python/Terraform), Java/Angular/React/PHP coding languages would be an advantage.</li><li>Familiar with&nbspCICD tooling (Jenkins, SonarQube, Kubernetes, Docker, SCM tools).</li><li>Familiarity Monitoring and log management related tools (Prometheus, Grafana).</li><li>Familiarity with one or multiple cloud platforms.</li><li>Basic understanding of system and network security (DevSecOps).</li><li>Basic understanding on scrum and agile practices.</li><li>DevOps related professional certifications will be an added advantage.</li><li>Understanding of an IT service management system (Jira, ZenDesk).</li><li>Strong reporting and documenting skills.</li><li>Understanding of IT Service Management methodologies (ITIL/BISL/Cobit).</li><li>Have a strong ability to document procedures, results, reports, etc.</li></ul><p><br></p><p><strong>Note: Only shortlisted candidates will be contacted.</strong></p>;one_to_three_years;3;full_time;Kota Jakarta Selatan
1385;NodeJs Developer;Information Technology;Axiata Digital Labs Indonesia;<p>Axiata Digital Labs is the technology hub of Axiata Group Berhad Malaysia which is one of the leading groups in telecommunication in Asia. We provide innovative software services, offering telco-focused digital and IT services and solutions that enable individuals, startups and enterprises.</p><p><br></p><p><strong>Main responsibilities:</strong></p><ul><li>Practice best coding practices defined by software management.</li><li>Follow secured coding practices defined by OWASAP.</li><li>Practice test driven development.</li><li>Defect analysis and fixing.</li><li>Support System Integration Testing.</li><li>Practice technical documentation.</li><li>Assist design and architecture.</li><li>Adhere to agile process.</li><li>Carry out peer reviews.</li><li>Manage small development team.</li><li>On-time delivery, clear visibility, communication, and escalation of road blockers.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Bachelor's degree in Computer Science, Software Engineering, or related field that is equivalent with Software Engineering.</li><li>2+ years' experience with one or more general purpose programming languages including but not limited to NodeJs.</li><li>Strong analytical, problem-solving, teamwork and communication skills</li><li>Ability to learn other coding languages and technologies in a short time.</li><li>Strong understanding of programming fundamentals and concepts.</li><li>Strong understanding of DBMSs.</li><li>Experience in CI (Continues Integration).</li><li>Good understanding on Scrum and Agile practices.</li><li>Fluent in English.</li></ul><p><br></p><p><strong>Note: Only shortlisted candidates will be contacted.</strong></p>;one_to_three_years;4;full_time;Kota Jakarta Selatan
1400;Project Manager;Information Technology;Axiata Digital Labs Indonesia;<p>Axiata Digital Labs is the technology hub of Axiata Group Berhad Malaysia which is one of the leading groups in telecommunication in Asia. We provide innovative software services, offering telco-focused digital and IT services and solutions that enable individuals, startups and enterprises.</p><p><br></p><p><strong>Specific Qualification &amp Competencies:</strong></p><ul><li>Has expertise delivering Project Management Services in large scale project.</li><li>Has expertise delivering Project Management Services in IT BSS area.</li><li>Has expertise delivering Project Management Services for IT BSS migration.</li><li>Preferred has experience delivering Project Management Services for IT BSS migration Amdocs.</li></ul><p><br></p><p><strong>Common Qualification &amp Competencies:</strong></p><ul><li>Compliance to Value: Integrity, Team Synergy, Simplicity, Exceptional Performance.</li><li>Strong in communication to stakeholders.</li><li>Strong in collaboration.</li><li>Strong in strategic thinking.</li><li>Strong in decision making.</li><li>Strong in in managing various stakeholder up to&nbsptop&nbspmanagement.</li><li>3-5 years of experience as Project Manager.</li><li>Fluent in English.</li></ul><p><br></p><p><strong>Only shortlisted candidates will be contacted.</strong></p>;four_to_five_years;4;full_time;Kota Jakarta Selatan
1410;iOS Developer;Information Technology;Axiata Digital Labs Indonesia;<p>Axiata Digital Labs is the technology hub of Axiata Group Berhad Malaysia which is one of the leading groups in telecommunication in Asia. We provide innovative software services, offering telco-focused digital and IT services and solutions that enable individuals, startups and enterprises.</p><p><br></p><p><strong>What you will do:</strong></p><ul><li>Follow best coding practices defined by software management</li><li>Unit testing </li><li>Bug fixing </li><li>Code improvements </li><li>Participate in System Integration Testing </li><li>Follow Technical Documentation</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Bachelor's degree in Computer Science, Software Engineering or related fields.</li><li>Fresh Graduates are welcome to apply.</li><li>Ability to develop mobile application for IOS.</li><li>Experience with mobile application framework and ability to develop application for IOS using Swift5.</li><li>Analytical, problem-solving, teamwork and communication skills.</li><li>Good understanding on mobile application life cycle.</li><li>Interest and ability to learn other coding languages as needed.</li><li>Understanding on Scrum and Agile practices.</li></ul><p><br></p><p><strong>Note: Only shortlisted candidate will be contacted.</strong></p>;one_to_three_years;4;full_time;Kota Jakarta Selatan
1420;Java Developer;Information Technology;Axiata Digital Labs Indonesia;<p>Axiata Digital Labs is the technology hub of Axiata Group Berhad Malaysia which is one of the leading groups in telecommunication in Asia. We provide innovative software services, offering telco-focused digital and IT services and solutions that enable individuals, startups and enterprises.</p><p><br></p><p><strong>Technical Requirements:</strong></p><ul><li>1-2 years of industry experience in Java Spring Boot.</li><li>Experienced in Basic Operating Systems (Sun Solaris, Unix, Windows, Linux).</li><li>Knowledge related to Java fundamental.</li><li>Knowledge related to SQL fundamental &amp database concepts.</li><li>Knowledge and experience related to enterprise database system (Oracle).</li><li>Experienced in API Gateway.</li><li>Experienced in Spring Boot API.</li><li>Experienced in GIT.</li><li>Experienced in JIRA would be an added advantage.</li></ul><p><br></p><p><strong>Note: Only shortlisted candidates will be contacted.</strong></p>;four_to_five_years;4;full_time;Kota Jakarta Selatan
1480;Frontend Engineer: React.js & React Native;Health Tech;PT. Apotek Digital Indonesia;"<h2><strong>Deskripsi Pekerjaan</strong></h2><p><span style=""color: rgb(24, 24, 27)>The ideal candidate will be responsible for developing high-quality applications. The main product is Enterprise Resource Planning (ERP) for any scale of business, retailers, wholesalers, and healthcare businesses. They will also be responsible for designing and implementing testable and scalable code.</span></p><h2><strong>Responsibilities</strong></h2><ul><li>Develop products from designs and specifications to live deployments</li><li>Develop and ship user-facing features using component-based UI frameworks (React.js &amp React Native)</li><li>Build reusable components if needed</li><li>Analyze and maintain existing software applications</li><li>Design highly scalable, testable code</li><li>Discover and fix programming bugs</li><li>Inject positive energy in every meeting, and make your coworkers feel included in every interaction</li></ul><p><br></p><h2><strong>Qualifications</strong></h2><ul><li>Bachelor's degree or equivalent experience in Computer Science or related field</li><li>More than 2 years of development experience with React.js (Web App) or React Native (Mobile App)</li><li>Having great taste in UI/UX design</li><li>Experience in SQL and No-SQL database design</li><li>Eager to learn new technology, especially in frontend frameworks and modules</li></ul>";one_to_three_years;2;full_time;Kota Depok
1515;SEO Intern;Jasa Keuangan;Astra Financial;<h1>Responsibilities</h1><ul><li>Membantu melakukan monitoring secara rutin mengenai hal teknis yang berhubungan dengan SEO (Meta, Title, etc)</li><li>Membantu menjaga media backlink berjalan sesuai dengan plan</li><li>Membantu mengecek semua konten yang berhubungan dengan SEO</li><li>Melakukan reminder kepada tim product dan tech dalam implementasi teknis&nbsp</li></ul><h1><br></h1><h1>Requirements:</h1><ul><li>Mahasiswa tingkat akhir jurusan IT</li><li>Familiar dengan SEO (backlink, keyword, meta, headline, footer)</li><li>Pernah membuka dan atau menjalankan tools SEO (sumrush, ahref, moz)</li><li>Memahami html.</li></ul>;freshgraduate;1;internship;Jakarta Pusat
1520;IT Helpdesk Intern;Jasa Keuangan;Astra Financial;<h2><strong>Responsibilities</strong></h2><ul><li>Design &amp Documenting Service Level Management according to ITIL Framework</li><li>Generate written reports and present them to the supervisor and other parties as needed</li><li>Take part as a L1/L2 support (if needed) for a mobile app project</li><li>Maintain documentation among IT department processes and procedures</li><li>Review and provide feedback for the current SLM processes and documentation</li></ul><p>The duration of this internship&nbspwill be 3 (three) months within min. 3 (three) times each week to work at office.</p><h2><strong>Minimum Qualifications</strong></h2><ul><li>Final year undergraduate student (Computer Science/IT/Information System)</li><li>Detail-oriented, organized, and self-motivated</li><li>Ability to work effectively independently and within a team</li></ul>;freshgraduate;1;internship;Jakarta Pusat
1570;Frontend/Backend Engineer;Jasa Keuangan;Astra Financial;<h2><strong>Job Description</strong></h2><ul><li>Design, develop, and ship product features and improvements</li><li>Research, conceive, design, and develop backend components and tools to extend, improve, stabilize your team's backend.</li><li>Take an active role in code reviews &amp pull requests, get your own code reviewed by the team and become a better developer overall</li><li>Partnering closely with the Product Team to evaluate the technical feasibility, release, and timely execution of features</li></ul><p><br></p><h2><strong>Minimum Qualifications</strong></h2><ul><li>Bachelor's degree majoring in computer science or other related fields</li><li>Minimum 2 Years of experience in a frontend and backend (web / mobile) development</li><li>Expertise in <strong>ReactJS, React Native</strong>, Micro Frontend, Single page application, <strong>NodeJS</strong>, <strong>Java Springboot</strong>, postgres &amp mySQL, and microservices</li><li>Experienced on creating strategy and execute SEO related tasks</li><li>Have multiple years of experience debugging complex issues at every level of the stack</li><li>Experienced with building scalable backend services</li><li>Experienced building clean, maintainable, and well-tested code</li><li>Experienced with cloud infrastructure systems (GCP/AWS)</li><li>Familiar on deploying app to Google Playstore &amp Apple Store</li><li>Fluency in Bahasa Indonesia and English is a must</li></ul><p>Languages / Frameworks currently used:</p><ul><li>Typescript, NodeJS, React, React Native, GCP (Cloud Run, Cloud SQL (Postgres), Cloud Storageâ€¦), Firebase Auth, Terraform, Github Actions, Amplitude, Sentry, Appsflyer, HotJar, SendGrid, Google Play &amp App Store Connect, JIRA, Zoho</li></ul>;one_to_three_years;2;full_time;Jakarta Pusat
3683;Cyber Security & Penetration Tester;Jasa Keuangan;Astra Financial;<h2><strong>Job Description</strong></h2><ol><li>Full ownership of scoping, planning and running white and grey box penetration tests against identified systems, using professional penetration testing tools</li><li>Provides periodic penetration testing and professional analysis of Mobile App and APIs in Microservices Environment</li><li>Assist to design log aggregation pattern and criteria using ELK or Splunk Core, for easier threat findings</li><li>Liaising with Security Operation Center Team (SoC) in monitoring Threats</li><li>Analyze and triage information security incident using our existing Service Level management flow</li><li>Escalate high priority information security incident to supervisor.</li><li>Research on recent information security trends - using threat intel or other appropriate tools/scanner</li><li>Conduct scheduled Vulnerability Management</li></ol><p><br></p><h2><strong>Requirements</strong></h2><ul><li>Bachelor degree in Information Technology/Computer Science/Information System with 2 years of professional work experience as a Ethical Hacker or Professional Penetration Tester</li><li>Having at least 2 years of experience as Information Security or IT Governance or IT Auditors</li><li>Having an excellent knowledge of ISO27001</li><li>Understand the OWASP testing methodology and have knowledge of penetration testing tools</li><li>Having sufficient knowledge of security testing requirements of common security regulations</li><li>Having at least 1 year in working in the Cloud-based environment</li><li>Having CEH certification would be much more preferred</li></ul>;one_to_three_years;1;full_time;Jakarta Pusat
3688;Back-end Engineer;Jasa Keuangan;Astra Financial;<h2><strong>Job Description</strong></h2><ul><li>Design, develop, and ship product features and improvements</li><li>Research, conceive, design, and develop backend components and tools to extend, improve, stabilize your team's backend.</li><li>Take an active role in code reviews &amp pull requests, get your own code reviewed by the team and become a better developer overall</li><li>Partnering closely with the Product Team to evaluate the technical feasibility, release, and timely execution of features</li><li>Review and approve the detailed designs.</li></ul><p><br></p><h2><strong>Requirements</strong></h2><ul><li>Bachelor's degree majoring in computer science or other related fields</li><li>Minimum 2 Years of experience in a backend (web / mobile) development</li><li>Expertise in&nbspNodeJS,&nbspMicro Frontend, Single page application, postgres &amp mySQL, and microservices</li><li>Experienced on creating strategy and execute SEO related tasks</li><li>Have multiple years of experience debugging complex issues at every level of the stack</li><li>Experienced with building scalable backend services</li><li>Experienced building clean, maintainable, and well-tested code</li><li>Experienced with&nbspcloud infrastructure systems (GCP/AWS)</li><li>Familiar on deploying app to Google Play Store &amp Apple Store</li><li>Fluency in Bahasa Indonesia and English is a must</li></ul>;one_to_three_years;2;full_time;Jakarta Pusat
1505;Accounting Officer;Start Up FMCG;PT Lemonilo Indonesia Sehat;<p>We are looking for ambitious graduate in their final year of study or recent graduates with less than three years of experience to help us tackle the healthy lifestyle challenge â€“ now and in the future.</p><p><br></p><p>You should enjoy being challenged, so that rather than being overwhelmed if a task seems impossible, you welcome the opportunity to be innovative. You also need to be good at absorbing information, analyzing problems, making objective decisions and coming up with original ideas. You should have the drive, confidence and resilience to get things done, the flexibility to work in a team and the credibility to influence others.</p><p><br></p><p>You could take up a variety of key responsibilities including:</p><ul><li>Risk management and internal control.</li><li>Local and group accounting policies, standards and reporting.</li><li>Finance input to commercial decisions.</li><li>Financial modelling, valuations and analysis.</li><li>Planning, target setting and budgeting.</li><li>Performance management and appraisal.</li></ul><p><br></p><p>Qualifications :</p><ul><li>Candidate must be in final year of study/possess at least a Bachelorâ€™s Degree in Accounting with min GPA of 3.00</li><li>Have strong analytical and problem-solving capability, high standard of achievement, motivation, and interest.</li><li>Ability to work in a diverse and multi-ethnic teamwork.</li><li>Strong verbal and written English communication skills.</li><li>Strong attention to detail and accuracy.</li></ul><h2><br></h2>;one_to_three_years;1;full_time;Jakarta Pusat
1550;WE'RE HIRING ADMIN FINANCE;Konsultan IT;PT Yafii Solusi Internasional;"<h2><strong>Deskripsi Pekerjaan</strong></h2><p class=""ql-align-justify"">â€¢<span style=""color: black>Melakukan Pembayaran ke Vendor setiap 2 (dua) minggu.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Input Jurnal di system Jurnal Mekari.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Melakukan rekap Invoice yang akan dibayarkan.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Membuat Invoice ke Clients.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Mencetak &amp Menyimpan dokumen keuangan.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Rekap Faktur Pajak Keluaran dan Masukan untuk Laporan Pajak.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Rekonsel Bank &amp Petty Cash.</span></p><p class=""ql-align-justify""><span style=""color: black>ï»¿</span></p><h2><strong>Responsibilities</strong></h2><p>â€¢<span style=""color: black>Mengerti Jurnal dan Laporan Keuangan.</span></p><p>â€¢<span style=""color: black>Bisa mengoperasikan system akuntansi (terutama Jurnal Mekari).</span></p><p>â€¢<span style=""color: black>Dapat bekerja sama dengan </span><em style=""color: black>team</em><span style=""color: black>.</span></p><p>â€¢<span style=""color: black>Lulusan Min. D3 Akuntansi.</span></p><p>â€¢<span style=""color: black>Mengerti Pajak.</span></p>";one_to_three_years;1;full_time;Kota Jakarta Timur
2420;WE'RE HIRING JUNIOR INFRASTRUCTURE ENGINEER;Konsultan IT;PT Yafii Solusi Internasional;"<h2><strong>Deskripsi Pekerjaan</strong></h2><p>â€¢<span style=""color: black>Plan, Test dan Develop infrastruktur secara manual atau otomatis.</span></p><p>â€¢<span style=""color: black>Creat, Maintain dan mengoptimalisasi CI/CD pipeline dan memastikan semuanya berjalan sinkron.</span></p><p>â€¢<span style=""color: black>Memastikan infrastruktur yang di deploy telah sesuai dengan standard keamanan.</span></p><p class=""ql-align-justify"">â€¢<span style=""color: black>Memantau semua infrastructure dan server terutama server prodcution.</span></p><p class=""ql-align-justify""><span style=""color: black>ï»¿</span></p><h2><strong>Responsibilities</strong></h2><p>â€¢<span style=""color: black>Memahami topologi jaringan dan protokol serta layanan jaringan.</span></p><p>â€¢<span style=""color: black>Pengalaman dengan skrip (mis. Bash, Powershell).</span></p><p>â€¢<span style=""color: black>Familiar dengan lingkungan otomatisasi&nbsp(mis: kubernetes, ansible, CI/CD, jenkins, azure devops dll).</span></p><p>â€¢<span style=""color: black>Kemampuan untuk kreatif dan analitis dalam lingkungan pemecahan masalah.</span></p><p>â€¢<span style=""color: black>Mempunyai kemampuan yang kuat untuk mengambil alih tugas dan tanggung jawab yang diberikan.</span></p>";one_to_three_years;1;full_time;Kota Jakarta Timur
2774;WE'RE HIRING JUNIOR PROJECT MANAGER;Konsultan IT;PT Yafii Solusi Internasional;"<h2><strong>Deskripsi Pekerjaan</strong></h2><p>â€¢<span style=""color: black>Mengkoordinasikan sumber daya internal untuk pelaksanaan proyek</span></p><p>â€¢<span style=""color: black>Mengembangkan ruang lingkup dan tujuan proyek</span></p><p>â€¢<span style=""color: black>Mengembangkan rencana proyek terperinci untuk melihat perkembangan proyek</span></p><p>â€¢<span style=""color: black>Mengukur kinerja proyek menggunakan system, alat, dan teknik yang sesuai</span></p><p>â€¢<span style=""color: black>Laporan dan eskalasi ke Manajemen sesuai kebutuhan</span></p><p>â€¢<span style=""color: black>Membuat dan memelihara dokumentasi proyek yang komprehensif</span></p><h2><strong>Responsibilities</strong></h2><p>â€¢<span style=""color: black>Ketrampilan menghadapi klien dan komunikasi internal yang luar biasa</span></p><p>â€¢<span style=""color: black>Ketrampilan komunikasi tertulis dan verbal yang sangat baik</span></p><p>â€¢<span style=""color: black>Ketrampilan organisasi yang solid termasuk perhatian terhadap hal detail dan ketrampilan multi-tasking</span></p><p>â€¢<span style=""color: black>Pengetahuan yang kuat tentang perangkat lunak Microsoft office</span></p><p>â€¢<span style=""color: black>Latar belakang Pendidikan dibidang ilmu computer, system informasi atau sejenisnya</span></p><p>â€¢<span style=""color: black>Fresh Graduates dipersilahkan</span></p>";freshgraduate;1;full_time;Kota Jakarta Timur
