vacancy_id;user_id
1905;8645
1720;28642
2405;50913
1615;34067
1155;3633
2615;25468
595;21373
1685;47343
1330;847
1395;28642
805;56245
1745;50913
1290;34067
2085;11923
1680;23427
1760;47203
935;45687
2195;22248
2050;8528
2270;7455
2200;2464
2130;25468
2450;33355
2140;29062
1275;6965
1655;30917
435;29062
1290;25865
1660;7455
1290;50108
2185;20498
2355;29855
2045;8528
1285;22248
1285;46025
2270;1407
2050;11923
2555;3633
2585;847
2370;57237
1680;47343
2365;7327
2185;26857
2575;847
1965;1113
1330;28642
1915;33355
2090;25468
2555;21992
410;29062
1920;8528
2185;7455
1650;34568
2185;19495
1180;34067
450;36645
2610;30018
1935;11923
2190;29062
1045;28642
2060;3633
2200;25865
1720;8528
1935;20498
2595;8528
2595;30018
2305;847
1905;1113
2050;26857
2365;26705
2035;25468
485;28642
1045;47203
695;47343
2130;7455
1125;34067
2050;847
1685;50108
1000;28642
1965;3633
885;7455
2365;30018
1890;45687
1655;20498
670;33355
695;25468
1730;11923
2090;25865
1965;57237
2465;50913
2090;1113
910;34067
595;7455
675;25468
1125;46025
1455;28642
1175;30018
455;34067
2060;1113
1905;57237
525;8528
2610;36645
1665;45687
2445;50913
590;7455
405;34067
1370;28642
695;21992
695;7327
1600;1113
2555;46025
675;21992
515;7455
480;8528
2555;25468
1275;34568
1655;26857
1720;11923
435;45687
485;41708
595;1407
1685;3633
1760;2506
1685;46025
1170;1113
2170;26705
2195;36645
1680;7327
485;40775
1680;46025
2060;25468
485;11363
684;8528
2195;3633
1000;33355
860;50913
2060;36645
1920;26857
2615;1113
1920;50668
2050;36645
555;50913
485;29505
1935;45687
410;25468
1935;1113
2365;8283
2165;26705
480;50668
2625;1407
1680;36645
1045;40775
1685;1113
305;57213
1685;36645
2185;11713
1600;36645
410;3633
2365;44858
1585;36645
695;1113
1535;36645
675;25492
1305;33355
2575;8528
450;25492
675;1113
1520;36645
910;25492
1905;25492
2200;25492
695;25492
1450;36645
2365;41708
1405;36645
2350;26705
1310;36645
305;21093
1600;25468
1615;25492
1285;36645
1680;25492
2090;33355
1185;36645
2365;11363
1370;40775
450;13533
2440;8528
2455;21093
955;36645
1540;45687
1330;50668
2365;12472
2395;1407
2435;8528
1905;13533
1365;21093
1285;13533
1390;11923
735;36645
1170;26693
2175;26705
2605;21093
2195;55195
1330;11923
1675;21093
2270;11363
2270;41708
2550;11713
1045;29505
2665;26693
1230;11923
950;21093
1645;50668
590;21093
2090;26693
1660;1407
1760;41708
1685;55195
1760;11363
1640;50668
1905;12472
885;21093
2060;26693
2455;3633
1965;26705
1190;11923
1330;12472
2470;6848
2115;11363
2115;41708
2720;16718
1305;12472
2720;6848
1280;50668
2185;8528
1175;11923
1900;26705
2705;16718
2470;28875
1305;55195
1045;41708
1275;1407
1180;26693
2365;8528
1125;12472
1045;11363
995;11923
2680;16718
1000;12472
1275;50668
1895;26705
960;11923
2565;55195
1370;41708
2625;16718
405;9427
1370;11363
805;11923
2610;16718
910;12472
910;26693
745;11923
1965;3941
1385;50668
2595;16718
850;12472
805;12472
1280;26857
670;11923
2585;16718
455;26693
1665;28023
1455;41708
1775;26705
2200;56548
1455;11363
410;9427
2575;16718
405;26693
500;26693
2470;41708
2585;11923
840;26693
2400;45687
2470;11363
1125;55195
2090;3941
2520;16718
2575;11923
450;9427
260;28023
1310;11923
455;9427
1285;12472
935;41708
2420;16718
2395;16718
935;11363
795;9427
2385;16718
2365;16718
1045;27288
684;35152
2120;11363
2355;16718
2120;41708
1370;27288
2340;16718
684;28023
485;27288
2335;16718
1185;50668
2335;41708
2335;11363
2325;16718
1665;3192
2365;45687
2320;16718
1455;27288
2200;30788
670;28023
2315;16718
910;9427
590;41708
2305;16718
2610;29493
590;11363
600;28023
2300;16718
1880;19985
1925;19985
2335;45687
1905;57318
1625;28023
2270;16718
920;9427
2030;19985
2265;16718
2175;19985
2245;16718
1720;11363
2210;16718
1720;41708
2435;29493
1170;9427
1595;19985
2185;16718
2130;16718
2115;16718
860;3192
1370;29505
2605;28023
2355;28023
1520;28023
1180;9427
1305;9427
1305;10173
485;6522
1600;9427
1615;9427
1285;29493
1905;9427
1290;29493
1965;57318
2240;29493
2375;23987
1965;9427
1650;23987
2045;23987
2250;9427
1640;23987
1610;23987
2665;9427
1285;30788
805;9427
1760;29505
2200;7082
1735;9427
2185;7082
1655;7082
1290;7082
1285;7082
695;7082
675;7082
695;17628
510;2786
675;17628
1920;13907
2185;13907
2585;2786
600;13907
2455;13907
2605;50575
1895;13907
2050;13907
2020;13907
2365;13907
2445;37182
2175;13907
1965;37182
1280;13907
735;13907
2565;32853
2705;41242
2195;32853
2210;41242
1185;13907
955;13907
1685;32853
1780;406
2200;32853
1290;32853
1660;406
1125;32853
2115;7957
1965;19798
2185;7933
1760;7957
1680;32853
690;406
1285;32853
1380;2786
1370;7957
2270;406
2605;32853
1620;55498
2200;23742
2195;23742
1045;7957
2585;36493
455;32853
2050;7933
2090;23742
485;7957
2680;18328
1170;32853
445;4284
2185;11177
2645;18328
2365;50377
2710;55498
610;4284
2610;18328
1355;50377
2600;18328
1920;11177
2595;18328
2065;55498
2575;18328
2570;18328
1045;50377
1280;11177
2550;18328
2405;55498
675;17162
2485;18328
1785;32853
2115;50377
2190;20545
2475;18328
1615;32853
2420;18328
1275;20545
2435;7933
2135;55498
2385;18328
1455;50377
2470;3752
1650;20545
450;32853
2320;18328
2140;55498
2315;18328
1060;50377
2090;32853
805;50377
690;50377
2725;126
595;50377
2300;18328
2185;728
1630;55498
485;50377
2265;18328
610;728
675;21572
425;32527
450;32527
1655;728
455;32527
695;32527
675;32527
1955;4256
600;32527
445;728
1285;32527
1290;32527
1450;32527
2270;49175
1920;32527
2580;126
2615;48475
2185;32527
2200;32527
2200;48475
2240;32527
2615;41242
2125;29062
2365;32527
2665;30718
805;32527
1305;32527
2390;6312
1365;32527
1720;32527
1730;32527
1905;32527
2460;32527
2200;41242
935;7957
2240;49175
2190;7957
2130;29855
2565;30718
2185;27638
2070;48475
2185;7957
2050;27638
810;41242
1920;7957
695;48475
2610;41207
2200;30718
1740;22073
2460;48475
2365;27638
1275;49175
1735;22073
1650;7957
2565;20568
1290;30718
2480;41242
2455;20568
1280;27638
2370;48475
2375;7957
600;22482
2320;7957
910;30718
1935;48475
2055;7957
1215;22073
1185;27638
945;22073
1285;37742
420;22073
435;22073
2185;31313
2200;12273
305;4256
2605;20568
1905;30718
2525;20568
2055;55102
995;27638
445;55102
2365;20568
2600;57412
2360;20568
515;49175
2355;20568
795;30718
2725;21397
2635;25702
2185;46842
2655;21397
1920;46842
2710;20568
600;37742
1890;46842
2190;6813
885;37742
2050;6813
2185;6813
1450;37742
2045;6813
1935;6813
2365;5124
1655;6813
1650;6813
2540;4256
2605;40343
605;6813
600;6813
2220;20568
1720;46713
1680;574
1720;6813
1520;6813
2185;37742
1230;6813
2195;3619
1190;6813
1190;5124
1185;6813
2480;49175
995;6813
2320;22902
990;6813
1660;22902
2175;4256
2190;20802
2180;5124
1905;57435
985;4207
1665;39212
995;5124
2190;22902
630;4207
1285;3619
1660;20802
2610;25702
1650;20802
690;22902
1450;20802
2200;53783
2535;4256
605;22902
605;20802
2460;49175
1255;12472
2195;4207
430;22902
2605;25702
2385;46118
595;20802
860;39212
2060;4207
1750;12472
1045;57505
1910;4256
515;20802
1965;4207
1275;20802
435;46842
2190;46118
1190;12472
1600;4207
1965;12273
590;20802
2555;18748
2400;49175
675;12472
595;40343
2200;12472
1685;53783
2090;12273
2585;25702
1795;36843
1170;57435
640;41242
1935;46118
2200;56082
2200;4256
690;20802
450;12472
2365;6813
2195;12273
1290;56082
1650;46118
1920;20802
1910;41242
2610;12472
2390;49175
1480;46118
1665;20802
2140;29855
2130;12472
2545;25702
1365;20802
2070;48452
1685;18748
1670;4256
405;39223
1285;39223
1520;20802
2365;39223
910;53783
885;20802
675;57435
305;20568
1310;25702
2125;20802
1730;20568
485;4494
1520;41242
2615;53783
535;52626
1905;39083
2090;27965
2365;49175
2470;35047
2190;25538
1285;39083
2200;20568
2245;38337
240;53718
310;2674
2335;4494
2080;20568
2075;20568
690;52626
1095;25702
455;39083
1920;3514
805;4998
450;57435
1070;25702
1730;57505
2460;27965
1600;39083
1650;25538
885;41242
695;3619
1435;53718
2455;478
1680;39083
1280;20008
2115;49175
2265;336
2060;57435
2190;52626
475;2786
2365;4494
1385;38337
2190;34568
2365;4998
2690;41242
2460;25702
380;362
1305;18748
1460;20008
1600;57435
1760;49175
2045;52626
2185;25538
2200;39083
1905;4998
2595;38337
2420;25702
2245;336
2195;57458
1650;52626
1615;39083
1655;20008
1720;49175
2460;53718
1305;53783
1730;5124
2185;336
2400;25702
2050;5054
1655;11713
1905;42502
2505;28642
605;25538
2045;5054
1170;39083
2185;20008
2390;25702
2720;28875
1155;18748
430;52626
1370;49175
2395;25702
380;57517
1655;336
1480;52626
2195;41242
2610;28875
2200;27965
2270;2597
2720;4494
2090;57458
1655;38337
2580;28875
1000;18748
2665;53783
1730;4998
445;42502
2365;25702
1545;28875
2615;51298
1540;52626
1660;2597
2355;42502
2580;4494
995;336
515;12168
2355;7058
2595;539
2185;38337
630;52626
2195;18748
2060;42502
675;39083
2355;25702
1965;53783
2605;51298
675;43062
695;39083
2395;28875
450;39083
690;4494
2320;52626
2320;25702
2365;38885
1180;12273
1770;56362
1285;32282
1615;27965
1730;56362
2090;18748
1650;39702
2335;28875
1965;57458
1285;12273
1935;52626
2305;25702
1290;12273
2600;39702
1280;2576
2435;24313
2060;18748
2115;28875
2085;57097
935;4494
1600;30485
1645;39702
1855;52626
2365;32282
1285;25702
1920;48183
2605;12168
1935;28875
1680;12273
605;22213
2240;25702
1675;52626
1965;18748
1290;25702
1905;12273
2190;12168
2190;39702
1920;28875
1920;22808
1760;22108
1685;57458
1370;22108
1715;56362
1890;28875
1275;39702
2050;57097
2210;51298
2220;25702
1965;30485
465;52626
695;3248
1665;39083
1780;28875
600;38337
2680;12168
1020;39702
2200;51298
935;22108
1600;27965
2665;10173
695;12273
1760;28875
2315;22808
1450;20008
1045;4494
2365;6312
2580;12168
1185;46072
2205;25702
1650;38185
2050;22808
435;39083
1715;28875
515;39912
935;24313
990;39702
2190;51298
1660;28875
2190;15843
380;57645
2115;12168
2475;39702
695;30485
1685;6312
2660;10173
2185;51298
684;38337
1890;12168
1280;22808
425;48183
2195;22995
2565;22342
910;27965
600;11713
1325;39702
1535;28875
455;30485
1055;4494
1280;57097
2060;6312
1455;28875
1920;5054
2195;10173
1365;28875
1165;4494
690;49257
2365;12168
2090;51298
1905;30485
690;54262
1680;18748
455;6312
1330;28875
1650;15843
1285;38022
2195;2352
2070;51298
1295;28875
1360;4494
2195;38022
695;22995
1290;28875
1665;4083
2240;7058
1680;2352
1660;2352
1760;12168
1285;28875
2090;38022
1685;51298
1125;44427
910;6312
1285;18748
1450;2352
2265;40868
2565;21467
1285;2352
2185;20895
2195;26122
885;2352
1185;28875
1680;51298
1680;38022
2200;21467
1685;38022
1965;6312
2195;21467
1060;28875
1905;38022
1520;2352
1370;4494
2200;54133
1185;57097
1330;48183
1680;22995
1655;51298
1045;28875
1685;21467
1680;21467
945;4083
2655;7058
2090;44427
515;2352
945;28875
1650;51298
1290;21467
475;49548
1395;4494
1285;21467
2190;14233
2580;2352
1685;22995
2365;31348
1965;38022
555;4083
860;7455
995;57097
1455;4494
1370;12168
2365;2352
2615;48452
1450;51298
2370;9345
940;20568
1685;54133
1125;21467
2615;9345
1890;24313
1520;12168
1615;6312
1905;22995
2060;44427
1615;25702
675;3248
455;38022
1290;51298
1655;56362
1660;4494
1650;56362
1295;40752
1170;26122
1645;56362
1520;7455
1760;4494
2190;476
1640;56362
2555;5768
1535;25702
1905;46422
2185;7058
2060;31348
1600;9345
2655;16718
1780;4494
315;21397
1045;12168
684;25702
1610;56362
600;57097
1570;56362
1450;7455
675;51298
1305;44427
2665;21397
2365;39282
945;12168
450;22995
1565;56362
2115;4494
2185;476
1965;31348
1535;56362
2440;33553
2330;40752
2365;5446
610;25702
1530;56362
1680;54133
1460;56362
1455;12168
1735;31348
445;25702
2195;39282
1450;56362
1390;56362
2610;21397
1385;56362
1720;4494
2195;5446
950;40752
2045;476
1285;26122
1365;56362
2200;25702
1905;33822
585;51298
1450;20895
1275;12168
2090;22995
2050;476
1435;40752
1305;33553
885;12168
2195;25702
1675;40752
1905;26122
1330;56362
1305;39282
860;12168
1600;5446
1325;56362
1680;11317
2585;21397
2195;39643
2400;40752
1905;5446
1390;57097
2180;25702
2195;44427
1280;56362
2560;40752
1515;21467
1305;5446
2200;30438
1275;56362
1920;7058
2060;26122
1285;1351
2195;8015
1230;56362
2050;25702
950;12168
1190;56362
690;24313
1285;5446
2595;21397
745;37928
1285;39282
1185;56362
1295;21467
2625;4494
1900;51298
2435;2394
2090;26122
2665;44695
1305;22342
695;5446
695;39282
2185;5222
1680;3143
1150;56362
2575;21397
2030;32282
2060;22995
1140;56362
1660;12168
1090;57097
835;33553
1680;26122
2570;21397
695;1351
450;5446
950;30018
450;39282
955;20568
1665;23427
1105;33553
2550;21397
2325;34265
1290;57715
1655;7058
2370;44427
940;30018
2200;22995
1905;32282
1120;33553
690;784
675;1351
645;21467
2320;34265
480;40075
1660;5614
1935;51298
935;2366
2090;21467
1760;784
490;40075
1020;33553
684;57097
2305;40075
2365;46422
1720;57738
2200;40448
2090;39643
695;21467
1330;40075
2245;34265
1295;29097
1370;19054
1125;22995
675;21467
1600;32282
450;1351
1680;8015
1035;56362
445;40075
1935;476
425;40075
1045;784
1025;56362
2265;34265
2115;784
1020;56362
995;56362
1965;22995
1815;34265
990;56362
1455;784
2355;847
1920;2394
1165;784
2140;40752
885;56362
1285;30485
1305;32282
1965;31057
2580;784
870;56362
695;43062
1450;847
1660;784
684;48452
2680;56362
935;784
2600;56362
1920;476
2595;56362
1655;2576
1285;51217
2575;56362
2390;21397
2505;33553
2090;3269
1290;2576
2600;27837
2385;56362
690;2394
1520;7058
2320;56362
2315;56362
940;33553
2435;847
2265;56362
795;3479
675;40448
2185;56362
2200;56163
1600;55207
2130;56362
1905;51217
2100;56362
995;34265
2085;56362
2050;56362
2480;40752
2185;19565
1330;34265
1660;476
2190;2394
2000;56362
1680;30438
1570;40075
2200;51217
2370;40927
675;31057
2270;21397
1655;19565
2060;3269
1935;56362
1650;476
2555;44427
1920;56362
1280;24325
1655;476
690;41312
555;41312
2195;51217
1905;24383
2245;21397
690;476
1070;2786
695;51217
675;51217
2205;33553
2190;18328
1685;55207
2200;24383
605;476
2185;18328
2060;40448
1680;1351
2050;18328
600;476
1290;51217
2185;21397
2045;18328
1490;7058
600;40075
2490;41312
610;40075
2195;24383
1935;18328
2200;56968
1290;32387
2690;32725
2370;33553
1920;18328
1655;18328
684;19565
695;56163
695;31057
1650;18328
1380;32387
1660;14233
2090;55207
2060;24383
445;2786
600;19565
1645;18328
1905;1351
1640;18328
450;43062
1610;18328
1600;24383
2625;14233
1535;18328
2460;33553
1600;3269
2595;27837
1480;18328
480;34265
2185;56968
2060;44847
1170;3269
1285;24383
510;20568
625;18328
2060;39643
2605;25597
2580;16968
1680;48638
2130;56968
425;18328
2195;3269
430;18328
1615;32387
1200;40752
2130;28432
2195;55207
1170;24383
1965;3269
605;18328
1360;14233
2575;27837
2195;3626
2055;20568
600;18328
2305;45103
1125;24383
2195;57797
1905;41778
690;14233
1905;3269
910;24383
2060;26262
2265;55417
2190;28432
2130;21397
2270;19054
1860;44847
1290;56968
1305;55207
2365;40448
1330;32387
455;24383
475;25212
1535;34265
885;28432
